name,message,keywords,external_id,title,description,issue_type,issueID,paths,commitID,issueType,BugFix,Refactoring,Test,Feature,Documentation,Maintainance,Other,Refactoring_2,Refactoring_1_2
log4j,Added test case for FileWatchdog.sssgit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@311258 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,tests/input/watchdog/watchdog.FileWatchdog.test1_1.xml||tests/src/java/org/apache/log4j/watchdog/FileWatchdogTestCase.java||tests/build.xml||tests/input/watchdog/watchdog.FileWatchdog.test1_2.xml,58c8ec1aa2ce4439253a1657,Test,0,0,1,0,1,1,0,0,0
ant-ivy,IVY-1098:s - fix : hascode and equals added on ArtifactDownloadReport so that the map used in RetrieveEngine#determineArtifactsToCopy will avoid duplicatess - unit test addedsssgit-svn-id: https://svn.apache.org/repos/asf/ant/ivy/core/trunk@790534 13f79535-47bb-0310-9956-ffa450edef68s,IVY-1098,IVY-1098,The artifact report task is generating duplicate artifact entries,When generating an artifact report of a retrieve of several different configurations configurations that require common dependenciess those dependencies get their artifacts declared many times. Actually as many as there are configurations requiring them.,Bug,58c8dbe71cf3f06cf1591823,test/repositories/1/org20/mod20.1/ivys/ivy-1.2.xml||src/java/org/apache/ivy/core/report/ArtifactDownloadReport.java||CHANGES.txt||test/java/org/apache/ivy/core/retrieve/RetrieveTest.java,58c898e0c03bb4351abca68b,BugFix,1,0,1,0,1,0,0,0,0
log4j,Add javadocssgit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/branches/BRANCH_2_0_EXPERIMENTAL@1190169 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,rgoers/log4j2-core/src/main/java/org/apache/logging/log4j/core/appender/rewrite/MapRewritePolicy.java,58c8ec33a2ce44391f3a2c74,Doc,0,0,0,0,1,0,0,0,0
CommonsMath,MATH-1363ssUserguide update.s,MATH-1363,MATH-1363,"Update the \"Data Generation\" part of the userguide",Remove references to obsolete code.,Sub-task,58c11ccb11e1802cacc2a65c,src/site/xdoc/userguide/random.xml,58bfd7cf3cff546cceb45764,Doc,0,0,0,0,1,0,0,0,0
ant-ivy,DOCUMENTATION: The tag version-matchers is missing attribute in documentation (IVY-1292) (thanks to Per Arnold Blaasmo)ssgit-svn-id: https://svn.apache.org/repos/asf/ant/ivy/core/trunk@1102955 13f79535-47bb-0310-9956-ffa450edef68s,IVY-1292,IVY-1292,The tag version-matchers is missing attribute in documentation,I was trying to add a <version-matcher> and discovered that it overrides the default matchers unless I added attribute usedefaults=truesI found this attribute by looking trough the code.ssThis attibute is not mentioned in the documentation. I think it is important that it is describeds and that perhaps there also should be an example with it.s,Bug,58c8dc911cf3f06cf1591ef8,doc/settings/version-matchers.html||CHANGES.txt,58c898dbc03bb43518bca413,Doc,0,0,0,0,1,0,0,0,0
velocity,I'm picky.sssgit-svn-id: https://svn.apache.org/repos/asf/jakarta/velocity/trunk@73328 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,xdocs/contributors.xml,58c9ef4dc8fb89206fcbcbb0,Doc,0,0,0,0,1,0,0,0,0
Zookeeper,ZOOKEEPER-1883. C client unit test failures (Raul Gutierrez Segales via michim)sssgit-svn-id: https://svn.apache.org/repos/asf/zookeeper/trunk@1577317 13f79535-47bb-0310-9956-ffa450edef68s,ZOOKEEPER-1883,ZOOKEEPER-1883,C client unit test failures,I am seeing unit test failure for c client after I do 'make check' as shown below. The failure is pretty consistents but does not happen always. This is on latest check-out of zookeeper trunk.ss------------------sZookeeper_simpleSystem::testAsyncWatcherAutoReset ZooKeeper server started : elapsed 9640 : OKsZookeeper_simpleSystem::testDeserializeString : elapsed 0 : OKsZookeeper_simpleSystem::testFirstServerDown : elapsed 1007 : OKsZookeeper_simpleSystem::testNullData : elapsed 1028 : OKsZookeeper_simpleSystem::testIPV6 : elapsed 1008 : OKsZookeeper_simpleSystem::testCreate : elapsed 1016 : OKsZookeeper_simpleSystem::testPath : elapsed 1083 : OKsZookeeper_simpleSystem::testPathValidation : elapsed 1046 : OKsZookeeper_simpleSystem::testPing : elapsed 17301 : OKsZookeeper_simpleSystem::testAcl : elapsed 1018 : OKsZookeeper_simpleSystem::testChroot : elapsed 3057 : OKsZookeeper_simpleSystem::testAuth ZooKeeper server started ZooKeeper server started : elapsed 29357 : OKsZookeeper_simpleSystem::testHangingClient : elapsed 1037 : OKsZookeeper_simpleSystem::testWatcherAutoResetWithGlobal ZooKeeper server started ZooKeeper server started ZooKeeper server started : elapsed 12983 : OKsZookeeper_simpleSystem::testWatcherAutoResetWithLocal ZooKeeper server started ZooKeeper server started ZooKeeper server started : elapsed 13028 : OKsZookeeper_simpleSystem::testGetChildren2 : elapsed 1031 : OKsZookeeper_simpleSystem::testLastZxid : assertion : elapsed 2514sZookeeper_watchers::testDefaultSessionWatcher1 : elapsed 52 : OKsZookeeper_watchers::testDefaultSessionWatcher2 : elapsed 3 : OKsZookeeper_watchers::testObjectSessionWatcher1 : elapsed 52 : OKsZookeeper_watchers::testObjectSessionWatcher2 : elapsed 54 : OKsZookeeper_watchers::testNodeWatcher1 : elapsed 55 : OKsZookeeper_watchers::testChildWatcher1 : elapsed 3 : OKsZookeeper_watchers::testChildWatcher2 : elapsed 3 : OKstests/TestClient.cc:1281: Assertion: equality assertion failed [Expected: 1239s Actual  : 1238]sFailures !!!sRun: 70   Failure total: 1   Failures: 1   Errors: 0sFAIL: zktest-mts==========================================s1 of 2 tests failedsPlease report to user@zookeeper.apache.orgs==========================================smake[1]: *** [check-TESTS] Error 1smake[1]: Leaving directory `/home/abutala/work/zk/zookeeper-trunk/src/c'smake: *** [check-am] Error 2s------------------ss$ uname -asLinux abutala-vBox 3.8.0-35-generic #50~precise1-Ubuntu SMP Wed Dec 4 17:25:51 UTC 2013 x86_64 x86_64 x86_64 GNU/Linuxss,Bug,58bfcf9e0ccb2667fe270f5f,CHANGES.txt||src/c/tests/TestClient.cc,58b938b3f04620b391fcd018,BugFix,1,0,1,0,1,0,0,0,0
ant-ivy,FIX: Ivy descriptors are merged incorrectly when there is an <exclude> element (IVY-1356)ssgit-svn-id: https://svn.apache.org/repos/asf/ant/ivy/core/trunk@1376738 13f79535-47bb-0310-9956-ffa450edef68s,IVY-1356,IVY-1356,ivy descriptors are merged incorrectly,"I'm making use of parent definition in ivy files to define general dependencies and configuration across projects.ssParent file is typically something like:ss{code}ss<ivy-module version=\"2.0\" s            xmlns:xsi=\"http://www.w3.org/2001/XMLSchema-instance\"s            xsi:noNamespaceSchemaLocation=\"http://ant.apache.org/ivy/schemas/ivy.xsd\"s            xmlns:m=\"http://ant.apache.org/ivy/maven\">    s    <info organisation=\"com.mycompany\" module=\"parent\" revision=\"1.0\" status=\"release\" publication=\"20120101020304\">s    </info>s    s    <configurations>s        <conf name=\"default\" description=\"Default dependencies\"/>s        <conf name=\"runtime\" description=\"Only runtime\" extends=\"default\" visibility=\"private\"/>s        <conf name=\"test\" description=\"Only for unit testing\" extends=\"compilesruntime\" visibility=\"private\"/>s        <conf name=\"compile\" description=\"Only for compilation\" extends=\"default\" visibility=\"private\"/>s        <conf name=\"sources\" description=\"Sources\"/>s        <conf name=\"javadoc\" description=\"Javadoc\"/>s    </configurations>s    s    <dependencies>s        <dependency org=\"org.testng\" name=\"testng\" rev=\"6.4\" conf=\"test->default\"/>s    </dependencies>ss</ivy-module>s{code}ssIvy file for the project is typically:sss{code}s<ivy-module version=\"2.0\" s            xmlns:xsi=\"http://www.w3.org/2001/XMLSchema-instance\"s            xsi:noNamespaceSchemaLocation=\"http://ant.apache.org/ivy/schemas/ivy.xsd\"s            xmlns:m=\"http://ant.apache.org/ivy/maven\">s    <info organisation=\"com.mycompany.service\" module=\"${project.name}\">s        <extends organisation=\"com.mycompany\" module=\"parent\" revision=\"${ivy.parent.revision}\" location=\"${ivy.parent.location}\"/>s        s    </info>ss    <publications>s        <artifact name=\"${project.name}\" type=\"jar\" ext=\"jar\" conf=\"default\"/>s        <artifact name=\"${project.name}\" type=\"source\" ext=\"jar\" conf=\"sources\" m:classifier=\"sources\"/>s        <artifact name=\"${project.name}\" type=\"javadoc\" ext=\"jar\" conf=\"javadoc\" m:classifier=\"javadoc\"/>s    </publications>s    <dependencies>s        <dependency org=\"org.jackson\" name=\"jackson\" rev=\"1.9.5\" conf=\"default\"/>s        <exclude org=\"javax.servlet\" module=\"servlet-api\"/>s        <exclude org=\"javax.servlet\" module=\"servlet\"/>s    </dependencies>s</ivy-module>ss{code}ssThe result end up being a merge which is incompatible with the schema since dependency and exclude end up being mixed when the file is delivered:ss{code}s<ivy-module version=\"2.0\" xmlns:xsi=\"http://www.w3.org/2001/XMLSchema-instance\" xsi:noNamespaceSchemaLocation=\"http://ant.apache.org/ivy/schemas/ivy.xsd\" xmlns:m=\"http://ant.apache.org/ivy/maven\">s    <info organisation=\"com.mycompany.service\" module=\"myproject\" revision=\"1.2.8.20120604181037\" status=\"development\" publication=\"20120604141056\">s        <!-- <extends organisation=\"com.mycompany\" module=\"parent\" revision=\"1.0.0\" location=\"/somewhere/ivy-parent.xml\"/> -->ss    </info>s    <configurations>s    s        <!-- configurations inherited from com.mycompany#parent;1.0.0 -->s        <conf name=\"default\" visibility=\"public\" description=\"Default dependencies\"/>s        <conf name=\"runtime\" visibility=\"private\" description=\"Only runtime\" extends=\"default\"/>s        <conf name=\"test\" visibility=\"private\" description=\"Only for unit testing\" extends=\"compilesruntime\"/>s        <conf name=\"compile\" visibility=\"private\" description=\"Only for compilation\" extends=\"default\"/>s        <conf name=\"sources\" visibility=\"public\" description=\"Sources\"/>s        <conf name=\"javadoc\" visibility=\"public\" description=\"Javadoc\"/>s    </configurations>s    <publications>s        <artifact name=\"myproject\" type=\"jar\" ext=\"jar\" conf=\"default\"/>s        <artifact name=\"myproject\" type=\"source\" ext=\"jar\" conf=\"sources\" m:classifier=\"sources\"/>s        <artifact name=\"myproject\" type=\"javadoc\" ext=\"jar\" conf=\"javadoc\" m:classifier=\"javadoc\"/>s    </publications>s    <dependencies>s        s        s        <dependency org=\"org.codehaus\" name=\"jackson\" rev=\"1.9.5\" conf=\"default\"/>ss        <exclude org=\"javax.servlet\" module=\"servlet-api\"/>s        <exclude org=\"javax.servlet\" module=\"servlet\"/>s    s        <!-- dependencies inherited from com.mycompany#parent;1.0.0 -->s        <dependency org=\"org.testng\" name=\"testng\" rev=\"6.4\" conf=\"test->default\"/>sconf=\"default->api;newrelic->default\"/>s    </dependencies>s</ivy-module>ss{code}s",Bug,58c8dcfe1cf3f06cf1592329,src/java/org/apache/ivy/osgi/core/OsgiLatestStrategy.java||src/java/org/apache/ivy/plugins/resolver/DependencyResolver.java||src/java/org/apache/ivy/plugins/latest/LatestRevisionStrategy.java||test/java/org/apache/ivy/plugins/parser/xml/test-extends-dependencies-exclude.xml||src/java/org/apache/ivy/plugins/version/LatestVersionMatcher.java||CHANGES.txt||test/java/org/apache/ivy/plugins/parser/xml/XmlModuleUpdaterTest.java||src/java/org/apache/ivy/plugins/parser/xml/XmlModuleDescriptorUpdater.java,58c898d9c03bb43520bca24a,BugFix,1,0,1,0,1,0,0,0,0
ant-ivy,fix typossgit-svn-id: https://svn.apache.org/repos/asf/ant/ivy/core/trunk@632789 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,doc/configuration/caches.html,58c898e5c03bb43523bcacaf,Doc,0,0,0,0,1,0,0,0,0
ant-ivy,Attempt to fix failing tests on vmgump.ssgit-svn-id: https://svn.apache.org/repos/asf/ant/ivy/core/trunk@1296761 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,test/java/org/apache/ivy/plugins/version/LatestVersionMatcherTest.java,58c898dbc03bb43523bca321,Test,0,0,1,0,0,0,0,0,0
ant-ivy,"FIX: ivy:resolve ignores branch in \"dynamic\" resolve mode (IVY-1087) (thanks to Aleksey Zhukov)ssgit-svn-id: https://svn.apache.org/repos/asf/ant/ivy/core/trunk@788538 13f79535-47bb-0310-9956-ffa450edef68s",IVY-1087,IVY-1087,"ivy:resolve ignores branch in \"dynamic\" resolve mode","When I call ivy:resolve as followings<ivy:resolve file=\"${deps.file}\" showProgress=\"false\" conf=\"compile\" resolveMode=\"dynamic\"/>sand having s<ivy pattern=\"${ivy.local.default.root}/[organisation]/[branch]/[module]-ivys/ivy-[revision].xml\"/>s<artifact pattern=\"${ivy.local.default.root}/[organisation]/[branch]/[artifact]-[revision].[ext]\"/> sset in my defaultResolversivy:resolver ignores [branch] and looks for ivy.xml in \"${ivy.local.default.root}/[organisation]//[module]-ivys/ivy-[revision].xml\"sand artifact in  \"${ivy.local.default.root}/[organisation]//[artifact]-[revision].[ext]\".ssHowever if I call <ivy:resolve file=\"${deps.file}\" showProgress=\"false\" conf=\"compile\"/> without resolveMode sets everything is fine and resolve follows [organisation]/[branch] path.ss",Bug,58c8dbe91cf3f06cf1591831,src/java/org/apache/ivy/plugins/parser/ParserSettings.java||src/java/org/apache/ivy/core/cache/ParserSettingsMonitor.java||CHANGES.txt||src/java/org/apache/ivy/plugins/parser/xml/XmlModuleDescriptorParser.java,58c898dcc03bb43520bca3fc,BugFix,1,0,0,0,1,0,0,0,0
ant-ivy,Merged revision 988337 from trunk into 2.2.x branch.ssgit-svn-id: https://svn.apache.org/repos/asf/ant/ivy/core/branches/2.2.x@988668 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,doc/settings/properties.html||doc/settings/lock-strategies.html||doc/settings/module.html||doc/settings/include.html||doc/settings/settings.html||doc/settings/latest-strategies.html||doc/settings/version-matchers.html||doc/settings/namespaces.html||doc/settings/outputters.html||doc/settings/macrodef.html||doc/settings/namespace/rule.html||doc/settings/resolvers.html||doc/settings/modules.html||doc/settings/namespace.html||doc/settings/property.html||CHANGES.txt||doc/settings/triggers.html||doc/settings/classpath.html||doc/settings/conflict-managers.html,58c898f4c03bb43519bcb67b,Doc,0,0,0,0,1,0,0,0,0
log4j,- Added missing left most border in table.s- Added support for the 'sn' (sequence number' classs- Other small improvementssssgit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@310846 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,docs/css/eventTable-1.0.css,58c8ec20a2ce44391d3a1b10,Doc,0,0,0,0,1,0,0,0,0
Zookeeper,ZOOKEEPER-1769. ZooInspector can't display node data/metadata/ACLs (Benjamin Jaton via phunt)ssgit-svn-id: https://svn.apache.org/repos/asf/zookeeper/trunk@1527908 13f79535-47bb-0310-9956-ffa450edef68s,ZOOKEEPER-1769,ZOOKEEPER-1769,ZooInspector can't display node data/metadata/ACLs,"There seem to be a few bugs in the trunk that prevent ZooInspector to load the node viewers ( the 3 tabs in the main windows when you select a ZK node in the tree don't show up any more ).sApparently it has been introduced 2 years ago after a refactoring about icons and another about partially fixing a typo (\"veiwer\" -> \"viewer\").ssNote: the bug is only in trunks 3.4 is fine.",Bug,58bfceeb0ccb2667fe26faee,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/ZooInspector.java||CHANGES.txt||src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/gui/nodeviewer/NodeViewerData.java||src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/manager/ZooInspectorManagerImpl.java,58b938b3f04620b389fcd00f,BugFix,1,0,0,0,1,0,0,0,0
Zookeeper,ZOOKEEPER-772. zkpython segfaults when watcher from async get children is invoked.ssgit-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@946047 13f79535-47bb-0310-9956-ffa450edef68s,ZOOKEEPER-772,ZOOKEEPER-772,zkpython segfaults when watcher from async get children is invoked.,When utilizing the zkpython async get children api with a watchs i consistently get segfaults when the watcher is invoked to process events.,Bug,58bfcd360ccb2667fe26d22e,CHANGES.txt||src/contrib/zkpython/src/c/zookeeper.c||src/contrib/zkpython/src/test/get_set_test.py,58b938b4f04620b39dfcd098,BugFix,1,0,1,0,1,0,0,0,0
ant-ivy,FIX: the vfs resolver should not log passwords (IVY-292) (thanks to Antoine Levy-Lambert)ssgit-svn-id: https://svn.apache.org/repos/asf/incubator/ivy/trunk@484518 13f79535-47bb-0310-9956-ffa450edef68s,IVY-292,IVY-292,the vfs resolver should not log passwords,the vfs resolver (or the publish and resolve tasks) output this type of messages :ss[ivy:publish] 	published ivy to webdav://admin:password_in_clear_text@dev-build:85/ivyrep/jayasoft/standalone.1/ivy.xmlssorss[ivy:retrieve] 			vfs-resolver: tried webdav://admin:password_in_clear_text@dev-build:85/ivyrep/jayasoft/standalone.latest.integration/ivy.xmlssssI would suggest using regular expressions to find the passwords to put **** instead of password_in_clear_text.ssThe problem is that the continuous integration tools publish the logs to an Intranet (we are using AnthillPros but I expect the same with CruiseControl)s so the net effect would be that all the developers would know the password that only the build manager is supposed to know. Pluss if you are in a company with IT audits the auditors are going to shred you into pieces when they see that.ssBest regardss Ivy is a great tool !ss,Bug,58c8d9811cf3f06cf1590118,src/java/fr/jayasoft/ivy/resolver/RepositoryResolver.java||src/java/fr/jayasoft/ivy/resolver/AbstractResolver.java||src/java/fr/jayasoft/ivy/repository/vfs/VfsResource.java||src/java/fr/jayasoft/ivy/resolver/VfsResolver.java||CHANGES.txt,58c898ecc03bb4351fbcadd0,BugFix,1,0,0,0,1,0,0,0,0
velocity,- updated javadoc.sPR:sObtained from:sSubmitted by:sReviewed by:sssgit-svn-id: https://svn.apache.org/repos/asf/jakarta/velocity/trunk@73273 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,src/java/org/apache/velocity/test/TemplateNodeView.java,58c9ef4dc8fb89206ccbcfaa,Doc,0,0,0,0,1,0,0,0,0
oisafe,Corrected a bug with Jelly Bean that ignored showNext() on ViewFlipper().sThis fixes the initial view.   Unfortunately swiping or previous/nextsstill has issues on Jelly Bean.s,,,,,,,Safe/src/org/openintents/safe/PassView.java,58c89233cba9df19633b5949,BugFix,1,0,0,0,0,0,0,0,0
ant-ivy,Preparing 2.1.0-rc1 release...ssgit-svn-id: https://svn.apache.org/repos/asf/ant/ivy/core/branches/2.1.x@756172 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,doc/toc.json||doc/template.html||doc/printTemplate.html||doc/release-notes.html||doc/ivy.xsd,58c898f0c03bb43526bcc18e,Doc,0,0,0,0,1,0,0,0,0
log4j,Minor doc changes.ssPR:sObtained from:sSubmitted by:sReviewed by:sssgit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@309073 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,docs/HISTORY,58c8ec2fa2ce4439253a2680,Doc,0,0,0,0,1,0,0,0,0
Zookeeper,ZOOKEEPER-2716: Flaky Test: org.apache.zookeeper.server.SessionTrackerTest.testAddSessionAfterSessionExpiryssWe can't let the gate open until we increase the closed session count. Otherwise depends on timings the test thread might see old session close count value between gate open and the session count actually gets increased.ssAuthor: Michael Han <hanm@apache.org>ssReviewers: Abraham Fine <afine@apache.org>s Rakesh Radhakrishnan <rakeshr@apache.org>ssCloses #187 from hanm/ZOOKEEPER-2716ss(cherry picked from commit 86438f9c6e65b2a95d709bf575cdcc2abc1c2e8b)sSigned-off-by: Rakesh Radhakrishnan <rakeshr@apache.org>s,ZOOKEEPER-2716,,,,,,src/java/test/org/apache/zookeeper/server/SessionTrackerTest.java,58e79b72f6834f6cdaf09c4c,Test,0,0,1,0,0,0,0,0,0
Zookeeper,ZOOKEEPER-597. ASyncHammerTest is failing intermittently on hudson trunksssgit-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@886241 13f79535-47bb-0310-9956-ffa450edef68s,ZOOKEEPER-597,ZOOKEEPER-597,ASyncHammerTest is failing intermittently on hudson trunk,ASyncHammerTest is failing intermittently on hudson trunk. There is no clear reason why this is happenings butsit seems from the logs that a session connection to a follower is failing during session establishment - thesfailure seems to be a problem either on the follower or leader. The server gets the session create requests butsit stalls in the request processor pipeline. (we see it go ins but we do not see it com eout)ssunfortunately all efforts to reproduce this on non-hudson trunk have failed. Even trying to reproduce bysrunning on hudson host itself (manually) has failed.ssWe need to instrument the client session creation code in the test to dump the thread stack if thessession creation fails.s,Bug,58bfcc220ccb2667fe26be85,CHANGES.txt||src/java/main/org/apache/zookeeper/server/NIOServerCnxn.java,58b938b5f04620b37cfcd0c0,BugFix,1,0,0,0,1,0,0,0,0
Zookeeper,ZOOKEEPER-2047 testTruncationNullLog fails on windows (flavio via rakeshr)ssgit-svn-id: https://svn.apache.org/repos/asf/zookeeper/branches/branch-3.5@1627925 13f79535-47bb-0310-9956-ffa450edef68s,ZOOKEEPER-2047,ZOOKEEPER-2047,testTruncationNullLog fails on windows,The calls to delete the log file on windows are failings so the test ends up failing. The fix is to close the db before deleting.,Sub-task,58bfd0a10ccb2667fe2725c5,CHANGES.txt||src/java/test/org/apache/zookeeper/test/TruncateTest.java,58b938bff04620b3a2fcd399,Test,0,0,1,0,1,0,0,0,0
Zookeeper,ZOOKEEPER-538. zookeeper.async causes python to segfaultssgit-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@820850 13f79535-47bb-0310-9956-ffa450edef68s,ZOOKEEPER-538,ZOOKEEPER-538,zookeeper.async causes python to segfault,Henrys can you take a look at thiss am I doing it right?sscalling s        zookeeper.async(self.handles path)scauses python to segfault.sssee: http://github.com/phunt/zk-smoketest/blob/master/zk-smoketest.pyss,Bug,58bfcbff0ccb2667fe26bac1,CHANGES.txt||src/contrib/zkpython/src/c/zookeeper.c,58b938b5f04620b39dfcd0d9,BugFix,1,0,0,0,1,0,0,0,0
log4j,Bug 34762: Scheduler uses notify not notifyAllssgit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@439177 13f79535-47bb-0310-9956-ffa450edef68s,34762,34762,Scheduler uses notifys not notifyAll,I used the http://findbugs.sourceforge.net/ tool to locate unused variablesssdead assignmentss etc.  Here is a patch to clean up some things.,Bug,58e7a2eb149d3275c027e099,src/java/org/apache/log4j/scheduler/Scheduler.java||src/java/org/apache/log4j/spi/LocationInfo.java,58c8ec14a2ce4439203a1320,BugFix,1,0,0,0,0,0,0,0,0
log4j,Allow a bit more leeway in SchedulerTest.testPeriodicsssgit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@310616 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,tests/src/java/org/apache/log4j/scheduler/SchedulerTest.java,58c8ec22a2ce4439283a1e35,Test,0,0,1,0,0,0,0,0,0
CommonsMath,Modified unit test of o.a.c.m3.linear.SymmLQ to show that lines 1208-1209 are essential (see MATH-761).ssgit-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1303292 13f79535-47bb-0310-9956-ffa450edef68s,MATH-761,MATH-761,Improve encapsulation of data in the nested classes of SymmLQ,In order to limit object creations the current implementation of the {{SymmLQ}} solver makes heavy use of references accross nested classes in {{SymmLQ}}. This makes the code difficult to reads and should be modifieds keeping the public API.,Improvement,58c11ad411e1802cacc28781,src/test/java/org/apache/commons/math3/linear/SymmLQTest.java,58bfd7ac3cff546cceb43288,Test,0,0,1,0,1,0,0,0,0
ant-ivy,FIX: build fails without emma code coverage JARs present (IVY-478)ssgit-svn-id: https://svn.apache.org/repos/asf/incubator/ivy/core/trunk@536351 13f79535-47bb-0310-9956-ffa450edef68s,IVY-478,IVY-478,build fails without emma code coverage JARs present,> BUILD FAILEDs> /Users/jtb/src/dependencies/init-ivy.xml:46: The following error occurreds> while executing this line:s> jar:file:/Users/jtb/.ivy/jars/ivy.jar!/fr/jayasoft/ivy/ant/antlib.xml:21:s> taskdef A class needed by class org.apache.ivy.ant.IvyConfigure cannot bes> found: com/vladium/emma/rt/RTsssOKs I think I know where the problem comes from. In our build when we usesemma to instrument classes we instrument classes in place. Usually this issnot a problem because the jar which is published is packaged before thissintrumentation... but if you run a first build with instrumentations andsthen run a second build without cleanings the jar produced by the secondsbuild will contain instrumented classess which of course are not meant to besactually used.ss,Bug,58c8da0d1cf3f06cf15904c4,build.xml||CHANGES.txt,58c898eac03bb43526bcba57,BugFix,1,0,0,0,1,1,0,0,0
velocity,parallel to logical.vms same tests w/ the new equivalents for && ||s etcsssgit-svn-id: https://svn.apache.org/repos/asf/jakarta/velocity/trunk@75925 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,test/templates/logical2.vm||test/templates/templates.properties||test/templates/compare/logical2.cmp,58c9ef3bc8fb892072cbbf46,Test,0,0,1,0,0,0,0,0,0
Zookeeper,ZOOKEEPER-1659. Add JMX support for dynamic reconfiguration (Rakesh R via michim)sssgit-svn-id: https://svn.apache.org/repos/asf/zookeeper/trunk@1600481 13f79535-47bb-0310-9956-ffa450edef68s,ZOOKEEPER-1659,ZOOKEEPER-1659,Add JMX support for dynamic reconfiguration,We need to update JMX during reconfigurations. Currentlys reconfiguration changes are not reflected in JConsole.,Bug,58bfd0490ccb2667fe271d5b,src/java/main/org/apache/zookeeper/server/quorum/LocalPeerBean.java||src/java/test/org/apache/zookeeper/test/JMXEnv.java||src/java/main/org/apache/zookeeper/server/quorum/RemotePeerBean.java||src/java/main/org/apache/zookeeper/server/quorum/LocalPeerMXBean.java||src/java/test/org/apache/zookeeper/test/HierarchicalQuorumTest.java||CHANGES.txt||src/java/main/org/apache/zookeeper/server/quorum/RemotePeerMXBean.java||src/java/main/org/apache/zookeeper/server/quorum/QuorumPeer.java||src/java/test/org/apache/zookeeper/test/ReconfigTest.java,58b938b3f04620b3a7fccfee,BugFix,1,0,1,0,1,0,0,0,0
ant-ivy,Update Maarten resume + slight review of Inexperience with Open Source sectionssgit-svn-id: https://svn.apache.org/repos/asf/incubator/ivy/trunk@484559 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,doc/apache-proposal.txt,58c898e4c03bb43526bcb57f,Doc,0,0,0,0,1,0,0,0,0
velocity,follow xmlsPR:sObtained from:sSubmitted by:sReviewed by:sssgit-svn-id: https://svn.apache.org/repos/asf/jakarta/velocity/trunk@74256 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,docs/developer-guide.html,58c9ef45c8fb892073cbc944,Doc,0,0,0,0,1,0,0,0,0
velocity,Cleared up some fuzzyness about VM propertiess and added some notessre VM declaration - usage order.sPR:sObtained from:sSubmitted by:sReviewed by:sssgit-svn-id: https://svn.apache.org/repos/asf/jakarta/velocity/trunk@74740 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,xdocs/user-guide.xml||docs/user-guide.html,58c9ef47c8fb892072cbcb6b,Doc,0,0,0,0,1,0,0,0,0
ant-ivy,review test because of module revision toString changessgit-svn-id: https://svn.apache.org/repos/asf/incubator/ivy/trunk@484051 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,test/java/fr/jayasoft/ivy/SortTest.java||CHANGES.txt,58c898f2c03bb43525bcb3bd,Test,0,0,1,0,1,0,0,0,0
Zookeeper,ZOOKEEPER-309. core dump using zoo_get_acl()ssgit-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@752730 13f79535-47bb-0310-9956-ffa450edef68s,ZOOKEEPER-309,ZOOKEEPER-309,core dump using zoo_get_acl(),The zookeeper_process() function incorrectly calls the c.acl_result member of the completion_list_t structure when handling the completion from a synchronous zoo_get_acl() request.  The c.acl_result member is set to SYNCHRONOUS_MARKERs which is a null pointer.ssThe attached patch removes this call.,Bug,58bfcb5d0ccb2667fe26acd3,CHANGES.txt||src/c/tests/TestClient.cc||src/c/src/zookeeper.c,58b938bff04620b37cfcd5d9,BugFix,1,0,1,0,1,0,0,0,0
